timestamp,temp,hum,gas
2026-01-27T14:51:55.330336,18.1,10,696
2026-01-27T14:51:55.375449,18.1,10,696
2026-01-27T14:51:55.439754,18.1,10,696
2026-01-27T14:51:55.514874,18.1,10,696
2026-01-27T14:51:55.556059,18.1,10,696
2026-01-27T14:51:55.640044,18.1,10,696
2026-01-27T14:51:55.672553,18.1,10,696
2026-01-27T14:51:55.739377,18.1,10,696
2026-01-27T14:51:55.816639,18.1,10,696
2026-01-27T14:51:55.889065,18.1,10,696
2026-01-27T14:51:55.954909,18.1,10,696
2026-01-27T14:51:57.098422,18.1,10,696
2026-01-27T14:51:58.391077,18.1,10,696
2026-01-27T14:51:59.657134,18.1,10,696
2026-01-27T14:52:00.905600,18.1,10,696
2026-01-27T14:52:02.187256,18.1,10,696
2026-01-27T14:52:03.428919,18.1,10,696
2026-01-27T14:52:04.680633,18.1,10,696
2026-01-27T14:52:05.960992,18.1,10,696
2026-01-27T14:52:07.248355,18.1,10,696
2026-01-27T14:52:08.511657,18.1,10,696
2026-01-27T14:52:09.775435,18.1,10,696
2026-01-27T14:52:11.023503,18.1,10,696
2026-01-27T14:52:12.273303,18.1,10,696
2026-01-27T14:52:13.510159,18.1,10,696
2026-01-27T14:52:14.786310,18.1,10,696
2026-01-27T14:52:16.044951,18.1,10,696
2026-01-27T14:52:17.267725,18.1,10,696
2026-01-27T14:52:18.518132,18.1,10,696
2026-01-27T14:52:19.779719,18.1,10,696
2026-01-27T14:52:21.034657,18.1,10,696
2026-01-27T14:52:22.292102,18.1,10,696
2026-01-27T14:52:23.579831,18.1,10,696
2026-01-27T14:52:24.841063,18.1,10,696
2026-01-27T14:52:26.095495,18.1,10,696
2026-01-27T14:52:27.365468,18.1,10,696
2026-01-27T14:52:28.613731,18.1,10,696
2026-01-27T14:52:29.898770,18.1,10,696
2026-01-27T14:52:31.170182,18.1,10,696
2026-01-27T14:52:32.411973,18.1,10,696
2026-01-27T14:52:33.659277,18.1,10,696
2026-01-27T14:52:34.913143,18.1,10,696
2026-01-27T14:52:36.169997,18.1,10,696
2026-01-27T14:52:37.424564,18.1,10,696
2026-01-27T14:52:38.696129,18.1,10,696
2026-01-27T14:52:39.934788,18.1,10,696
2026-01-27T14:52:41.213746,18.1,10,696
2026-01-27T14:52:42.462022,18.1,10,696
2026-01-27T14:52:43.752742,18.1,10,696
2026-01-27T14:52:44.999131,18.1,10,696
2026-01-27T14:52:46.250014,18.1,10,696
2026-01-27T14:52:47.508965,18.1,10,696
2026-01-27T14:52:48.765441,18.1,10,696
2026-01-27T14:52:50.040187,18.1,10,696
2026-01-27T14:54:24.403943,18.1,10,696
2026-01-27T14:54:24.471531,18.1,10,696
2026-01-27T14:54:24.515673,18.1,10,696
2026-01-27T14:54:24.588880,18.1,10,696
2026-01-27T14:54:24.663741,18.1,10,696
2026-01-27T14:54:24.698572,18.1,10,696
2026-01-27T14:54:24.764939,18.1,10,696
2026-01-27T14:54:24.853048,18.1,10,696
2026-01-27T14:54:24.899267,18.1,10,696
2026-01-27T14:54:24.964038,18.1,10,696
2026-01-27T14:54:25.047641,18.1,10,696
2026-01-27T14:54:25.087827,18.1,10,696
2026-01-27T14:54:25.161552,18.1,10,696
2026-01-27T14:54:25.207750,18.1,10,696
2026-01-27T14:54:25.283662,18.1,10,696
2026-01-27T14:54:25.363227,18.1,10,696
2026-01-27T14:54:25.405503,18.1,10,696
2026-01-27T14:54:25.480263,18.1,10,696
2026-01-27T14:54:25.519602,18.1,10,696
2026-01-27T14:54:25.588287,18.1,10,696
2026-01-27T14:54:25.662873,18.1,10,696
2026-01-27T14:54:25.729651,18.1,10,696
2026-01-27T14:54:25.804512,18.1,10,696
2026-01-27T14:54:25.850492,18.1,10,696
2026-01-27T14:54:25.923322,18.1,10,696
2026-01-27T14:54:25.996281,18.1,10,696
2026-01-27T14:54:26.036296,18.1,10,696
2026-01-27T14:54:26.113044,18.1,10,696
2026-01-27T14:54:26.154796,18.1,10,696
2026-01-27T14:54:26.230634,18.1,10,696
2026-01-27T14:54:26.294902,18.1,10,696
2026-01-27T14:54:26.372263,18.1,10,696
2026-01-27T14:54:26.417368,18.1,10,696
2026-01-27T14:54:26.487880,18.1,10,696
2026-01-27T14:54:26.555484,18.1,10,696
2026-01-27T14:54:26.630621,18.1,10,696
2026-01-27T14:54:26.673252,18.1,10,696
2026-01-27T14:54:26.755271,18.1,10,696
2026-01-27T14:54:26.798229,18.1,10,696
2026-01-27T14:54:26.879798,18.1,10,696
2026-01-27T14:54:26.915434,18.1,10,696
2026-01-27T14:54:26.988790,18.1,10,696
2026-01-27T14:54:27.062620,18.1,10,696
2026-01-27T14:54:27.107795,18.1,10,696
2026-01-27T14:54:27.189386,18.1,10,696
2026-01-27T14:54:27.234928,18.1,10,696
2026-01-27T14:54:27.313959,18.1,10,696
2026-01-27T14:54:27.395468,18.1,10,696
2026-01-27T14:54:27.433002,18.1,10,696
2026-01-27T14:54:27.499229,18.1,10,696
2026-01-27T14:54:27.568882,18.1,10,696
2026-01-27T14:54:27.634885,18.1,10,696
2026-01-27T14:54:27.708937,18.1,10,696
2026-01-27T14:54:27.791231,18.1,10,696
2026-01-27T14:54:27.810707,18.1,10,696
2026-01-27T14:54:27.877069,18.1,10,696
2026-01-27T14:54:27.951087,18.1,10,696
2026-01-27T14:54:28.017540,18.1,10,696
2026-01-27T14:54:28.057330,18.1,10,696
2026-01-27T14:54:28.117426,18.1,10,696
2026-01-27T14:54:28.529714,18.1,10,696
2026-01-27T14:54:29.818578,18.1,10,696
2026-01-27T14:54:31.063250,18.1,10,696
2026-01-27T14:54:32.325987,18.1,10,696
2026-01-27T14:54:33.577499,18.1,10,696
2026-01-27T14:54:34.867399,18.1,10,696
2026-01-27T14:54:36.125260,18.1,10,696
2026-01-27T14:54:37.386045,18.1,10,696
2026-01-27T14:54:38.642808,18.1,10,696
2026-01-27T14:54:39.934229,18.1,10,696
2026-01-27T14:54:41.196003,18.1,10,696
2026-01-27T14:54:42.407248,18.1,10,696
2026-01-27T14:54:43.698820,18.1,10,696
2026-01-27T14:54:44.938629,18.1,10,696
2026-01-27T14:54:46.193480,18.1,10,696
2026-01-27T14:54:47.449932,18.1,10,696
2026-01-27T14:54:48.707396,18.1,10,696
2026-01-27T14:54:49.969510,18.1,10,696
2026-01-27T14:54:51.216631,18.1,10,696
2026-01-27T14:54:52.492809,18.1,10,696
2026-01-27T14:54:53.727935,18.1,10,696
2026-01-27T14:54:54.979609,18.1,10,696
2026-01-27T14:54:56.293889,18.1,10,696
2026-01-27T14:54:57.520549,18.1,10,696
2026-01-27T14:54:58.793563,18.1,10,696
2026-01-27T14:55:00.058107,18.1,10,696
2026-01-27T14:55:01.314331,18.1,10,696
2026-01-27T14:55:02.583151,18.1,10,696
2026-01-27T14:55:03.856417,18.1,10,696
2026-01-27T14:55:05.081029,18.1,10,696
2026-01-27T14:55:06.325839,18.1,10,696
2026-01-27T14:55:07.592283,18.1,10,696
2026-01-27T14:55:08.844850,18.1,10,696
2026-01-27T14:55:10.110551,18.1,10,696
2026-01-27T14:55:11.367374,18.1,10,696
2026-01-27T14:55:12.601471,18.1,10,696
2026-01-27T14:55:13.864671,18.1,10,696
2026-01-27T14:55:15.106148,18.1,10,696
2026-01-27T14:55:16.363603,18.1,10,696
2026-01-27T14:55:17.615625,18.1,10,696
2026-01-27T14:55:18.891102,18.1,10,696
2026-01-27T14:55:20.134075,18.1,10,696
2026-01-27T14:55:21.386720,18.1,10,696
2026-01-27T14:55:22.902302,18.1,10,696
2026-01-27T14:55:24.165747,19.0,10,696
2026-01-27T14:55:25.418275,24.2,10,696
2026-01-27T14:55:26.692848,24.2,72,696
2026-01-27T14:55:27.952841,24.2,72,737
2026-01-27T14:55:29.225632,24.2,72,338
2026-01-27T14:55:30.543063,24.2,72,338
2026-01-27T14:55:31.823387,26.1,72,338
2026-01-27T14:55:33.093799,31.6,72,338
2026-01-27T14:55:34.347101,39.4,72,338
2026-01-27T14:55:35.599714,39.4,72,338
2026-01-27T14:55:36.862804,39.4,72,338
2026-01-27T14:55:38.127036,39.4,72,338
2026-01-27T14:55:39.368957,39.4,72,338
2026-01-27T14:55:40.627109,39.4,72,338
2026-01-27T14:55:41.920395,39.4,72,338
2026-01-27T14:55:44.413964,39.4,72,338
2026-01-27T14:55:45.685853,39.4,72,338
2026-01-27T14:55:46.933777,39.4,72,338
2026-01-27T14:55:48.225883,39.4,72,338
2026-01-27T14:55:49.479815,39.4,72,338
2026-01-27T14:55:50.732212,39.4,72,338
2026-01-27T14:55:51.981393,39.4,72,338
2026-01-27T14:55:53.263406,39.4,72,338
2026-01-27T14:55:54.526034,39.4,72,338
2026-01-27T14:55:55.772829,39.4,72,338
2026-01-27T14:55:57.032299,39.4,72,338
2026-01-27T14:55:58.311754,39.4,72,338
2026-01-27T14:55:59.563522,39.4,72,338
2026-01-27T14:56:00.828960,39.4,72,338
2026-01-27T14:56:02.098082,39.4,72,338
2026-01-27T14:56:03.356163,39.4,72,338
2026-01-27T14:56:04.592522,39.4,72,338
2026-01-27T14:56:05.853221,39.4,72,338
2026-01-27T14:56:07.095132,39.4,72,338
2026-01-27T14:56:08.367186,39.4,72,338
2026-01-27T14:56:09.612497,39.4,72,338
2026-01-27T14:56:10.858812,39.4,72,338
2026-01-27T14:56:12.138245,39.4,72,338
2026-01-27T14:56:13.358932,39.4,72,338
2026-01-27T14:56:14.654103,39.4,72,338
2026-01-27T14:56:15.888283,39.4,72,338
2026-01-27T14:56:17.104022,39.4,72,338
2026-01-27T14:56:18.375770,39.4,72,338
2026-01-27T14:56:19.603823,39.4,72,338
2026-01-27T14:56:20.900375,39.4,72,338
2026-01-27T14:56:22.122820,39.4,72,338
2026-01-27T14:56:38.665107,39.4,72,338
2026-01-27T14:56:39.938778,39.4,72,338
2026-01-27T14:56:41.226670,39.4,72,338
2026-01-27T14:56:55.382657,43.2,15,707
2026-01-27T14:56:56.671486,43.2,15,707
2026-01-27T14:56:57.909486,43.2,15,707
2026-01-27T14:56:59.177341,43.2,15,707
2026-01-27T14:57:00.413139,43.2,15,707
2026-01-27T14:57:01.662814,43.2,15,707
2026-01-27T14:57:02.939481,43.2,15,707
2026-01-27T14:57:04.219788,43.2,15,707
2026-01-27T14:57:05.503093,43.2,15,707
2026-01-27T14:57:06.747334,43.2,15,707
2026-01-27T14:57:08.057291,43.2,15,707
2026-01-27T14:57:09.353965,43.2,15,707
2026-01-27T14:57:10.610464,43.2,15,707
2026-01-27T14:57:11.886284,43.2,15,707
2026-01-27T14:57:13.170774,43.2,15,707
2026-01-27T14:57:14.441367,43.2,15,707
2026-01-27T14:57:15.675747,43.2,15,707
2026-01-27T14:57:16.933795,43.2,15,707
2026-01-27T14:57:18.210133,43.2,15,707
2026-01-27T14:57:19.512087,43.2,15,707
2026-01-27T14:57:20.735942,43.2,15,707
2026-01-27T14:57:22.027226,43.2,15,707
2026-01-27T14:57:23.296924,43.2,15,707
2026-01-27T14:57:24.543043,43.2,15,707
2026-01-27T14:57:25.838905,43.2,15,707
2026-01-27T14:57:27.085517,43.2,15,707
2026-01-27T14:57:28.312436,43.2,15,707
2026-01-27T14:57:29.609612,43.2,15,707
2026-01-27T14:57:30.905286,43.2,15,707
2026-01-27T14:57:32.155070,43.2,15,707
2026-01-27T14:57:33.434247,43.2,15,707
2026-01-27T14:57:34.691180,43.2,15,707
2026-01-27T14:57:35.933247,43.2,15,707
2026-01-27T14:57:37.268159,43.2,15,707
2026-01-27T14:57:38.665133,43.2,15,707
2026-01-27T14:57:39.936103,43.2,15,707
2026-01-27T14:57:41.221474,43.2,15,707
2026-01-27T14:57:42.464683,43.2,57,707
2026-01-27T14:57:43.743939,43.2,49,707
2026-01-27T14:57:44.974724,43.2,28,707
2026-01-27T14:57:46.264405,43.2,28,707
2026-01-27T14:57:47.593277,43.2,28,707
2026-01-27T14:57:48.953806,43.2,28,778
2026-01-27T14:57:50.247506,43.2,28,778
2026-01-27T14:57:51.521072,43.2,28,778
2026-01-27T14:57:52.738341,43.2,28,778
2026-01-27T14:57:54.012894,43.2,28,778
2026-01-27T14:57:55.250351,43.2,28,778
2026-01-27T14:57:56.500303,43.2,28,778
2026-01-27T14:57:57.766011,43.2,28,778
2026-01-27T14:57:59.020944,43.2,28,778
2026-01-27T14:58:00.298999,43.2,28,778
2026-01-27T14:58:01.572147,43.2,28,778
2026-01-27T14:58:02.848315,43.2,28,778
2026-01-27T14:58:04.096658,43.2,28,778
2026-01-27T14:58:05.376198,43.2,28,778
2026-01-27T14:58:06.650483,43.2,28,778
2026-01-27T14:58:07.930897,43.2,28,778
2026-01-27T14:58:09.167809,43.2,28,778
2026-01-27T14:58:10.443596,43.2,28,778
2026-01-27T14:58:11.701327,43.2,28,778
2026-01-27T14:58:12.943831,43.2,28,778
2026-01-27T14:58:14.213273,43.2,28,778
2026-01-27T14:58:15.473747,43.2,28,778
2026-01-27T14:58:16.716835,43.2,28,778
2026-01-27T14:58:17.988756,43.2,28,778
2026-01-27T14:58:19.236937,43.2,28,778
2026-01-27T14:58:20.505993,43.2,28,778
2026-01-27T14:58:21.739472,43.2,28,778
2026-01-27T14:58:23.009178,43.2,28,778
2026-01-27T14:58:24.227843,43.2,28,778
2026-01-27T14:58:25.478275,43.2,28,778
2026-01-27T14:58:26.764457,43.2,28,778
2026-01-27T14:58:28.044257,43.2,28,778
2026-01-27T14:58:29.326168,43.2,28,778
2026-01-27T14:58:30.596468,43.2,28,778
2026-01-27T14:58:31.882228,43.2,28,778
2026-01-27T14:58:33.133274,43.2,28,778
2026-01-27T14:58:34.416715,43.2,28,778
2026-01-27T14:58:35.648055,43.2,28,778
2026-01-27T14:58:36.938053,43.2,28,778
2026-01-27T14:58:38.205344,43.2,28,778
2026-01-27T14:58:39.479567,43.2,28,778
2026-01-27T14:58:40.730452,43.2,28,778
2026-01-27T14:58:42.011494,43.2,28,778
2026-01-27T14:58:43.334243,43.2,28,778
2026-01-27T14:58:44.605234,43.2,28,778
2026-01-27T14:58:45.878984,43.2,28,778
2026-01-27T14:58:47.158706,43.2,28,778
2026-01-27T14:58:48.390424,43.2,28,778
2026-01-27T14:58:49.634255,43.2,28,778
2026-01-27T14:58:50.934422,43.2,28,778
2026-01-27T14:58:52.182142,43.2,28,778
2026-01-27T14:58:53.442255,43.2,28,778
2026-01-27T14:58:54.726656,43.2,28,778
2026-01-27T14:58:55.985933,43.2,28,778
2026-01-27T14:58:57.244437,43.2,28,778
2026-01-27T14:58:58.506582,43.2,28,778
2026-01-27T14:58:59.767177,43.2,28,778
2026-01-27T14:59:01.025052,43.2,28,778
2026-01-27T14:59:02.303419,43.2,28,778
2026-01-27T14:59:03.540332,43.2,28,778
2026-01-27T14:59:04.801900,43.2,28,778
2026-01-27T14:59:06.076707,43.2,28,778
2026-01-27T14:59:07.331310,43.2,28,778
2026-01-27T14:59:08.614360,43.2,28,778
2026-01-27T14:59:09.841333,43.2,28,778
2026-01-27T14:59:11.169394,43.2,28,778
2026-01-27T14:59:12.395820,43.2,28,778
2026-01-27T14:59:13.679329,43.2,28,778
2026-01-27T14:59:14.908765,43.2,28,778
2026-01-27T14:59:16.178444,43.2,28,778
2026-01-27T14:59:17.469625,43.2,28,778
2026-01-27T14:59:18.743952,43.2,28,778
2026-01-27T14:59:20.010634,43.2,28,778
2026-01-27T14:59:21.298557,43.2,28,778
2026-01-27T14:59:22.586218,43.2,28,778
2026-01-27T14:59:23.845419,43.2,28,778
2026-01-27T14:59:25.109992,43.2,28,778
2026-01-27T14:59:26.386909,43.2,28,778
2026-01-27T14:59:27.661502,43.2,28,778
2026-01-27T14:59:28.910531,43.2,28,778
2026-01-27T14:59:30.171563,43.2,28,778
2026-01-27T14:59:31.425922,43.2,28,778
2026-01-27T14:59:32.727425,43.2,28,778
2026-01-27T14:59:33.975435,43.2,28,778
2026-01-27T14:59:35.261145,43.2,28,778
2026-01-27T14:59:36.545526,43.2,28,778
2026-01-27T14:59:37.835152,43.2,28,778
2026-01-27T14:59:39.142280,43.2,28,778
2026-01-27T14:59:40.426093,43.2,28,778
2026-01-27T14:59:41.660009,43.2,28,778
2026-01-27T14:59:42.928824,43.2,28,778
2026-01-27T14:59:44.214742,43.2,28,778
2026-01-27T14:59:45.481149,43.2,28,778
2026-01-27T14:59:46.765848,43.2,28,778
2026-01-27T14:59:48.034214,43.2,28,778
2026-01-27T14:59:49.308850,43.2,28,778
2026-01-27T14:59:50.612982,43.2,28,778
2026-01-27T14:59:51.878283,43.2,28,778
2026-01-27T14:59:53.131851,43.2,28,778
2026-01-27T14:59:54.370488,43.2,28,778
2026-01-27T14:59:55.651094,43.2,28,778
2026-01-27T14:59:56.928536,43.2,28,778
2026-01-27T14:59:58.178242,43.2,28,778
2026-01-27T14:59:59.442609,43.2,28,778
2026-01-27T15:00:00.704901,43.2,28,778
2026-01-27T15:00:02.001648,43.2,28,778
2026-01-27T15:00:03.250787,43.2,28,778
2026-01-27T15:00:04.544110,43.2,28,778
2026-01-27T15:00:05.799851,43.2,28,778
2026-01-27T15:00:07.069601,43.2,28,778
2026-01-27T15:00:08.352894,43.2,28,778
2026-01-27T15:00:09.652705,43.2,28,778
2026-01-27T15:00:10.884423,43.2,28,778
2026-01-27T15:00:12.119690,43.2,28,778
2026-01-27T15:00:13.423251,43.2,28,778
2026-01-27T15:00:14.697816,43.2,28,778
2026-01-27T15:00:15.936485,43.2,28,778
2026-01-27T15:00:17.248039,43.2,28,778
2026-01-27T15:00:18.507839,43.2,28,778
2026-01-27T15:00:19.778985,43.2,28,778
2026-01-27T15:00:21.020870,43.2,28,778
2026-01-27T15:00:22.307993,43.2,28,778
2026-01-27T15:00:23.588772,43.2,28,778
2026-01-27T15:00:24.865045,43.2,28,778
2026-01-27T15:00:26.152636,43.2,28,778
2026-01-27T15:00:27.433687,43.2,28,778
2026-01-27T15:00:28.695497,43.2,28,778
2026-01-27T15:00:29.957037,43.2,28,778
2026-01-27T15:00:31.219062,43.2,28,778
2026-01-27T15:00:32.519183,43.2,28,778
2026-01-27T15:00:33.788971,43.2,28,778
2026-01-27T15:00:35.035101,43.2,28,778
2026-01-27T15:00:36.318059,43.2,28,778
2026-01-27T15:00:37.606706,43.2,28,778
2026-01-27T15:00:38.871541,43.2,28,778
2026-01-27T15:00:40.178474,43.2,28,778
2026-01-27T15:00:41.465406,43.2,28,778
2026-01-27T15:00:42.767189,43.2,28,778
2026-01-27T15:00:44.047793,43.2,28,778
2026-01-27T15:00:45.314745,43.2,28,778
2026-01-27T15:00:46.566007,43.2,28,778
2026-01-27T15:00:47.863409,43.2,28,778
2026-01-27T15:00:49.148732,43.2,28,778
2026-01-27T15:00:50.397548,43.2,28,778
2026-01-27T15:00:51.668097,43.2,28,778
2026-01-27T15:00:52.953483,43.2,28,778
2026-01-27T15:00:54.198616,43.2,28,778
2026-01-27T15:00:55.472969,43.2,28,778
2026-01-27T15:00:56.783770,43.2,28,778
2026-01-27T15:00:58.086153,43.2,28,778
2026-01-27T15:00:59.337976,43.2,28,778
2026-01-27T15:01:00.590471,43.2,28,778
2026-01-27T15:01:01.846952,43.2,28,778
2026-01-27T15:01:03.118422,43.2,28,778
2026-01-27T15:01:04.378971,43.2,28,778
2026-01-27T15:01:05.633247,43.2,28,778
2026-01-27T15:01:06.925460,43.2,28,778
2026-01-27T15:01:08.171478,43.2,28,778
2026-01-27T15:01:09.443020,43.2,28,778
2026-01-27T15:01:10.714883,43.2,28,778
2026-01-27T15:01:11.986935,43.2,28,778
2026-01-27T15:01:13.266474,43.2,28,778
2026-01-27T15:01:14.523934,43.2,28,778
2026-01-27T15:01:15.779317,43.2,28,778
2026-01-27T15:01:17.076068,43.2,28,778
2026-01-27T15:01:18.346781,43.2,28,778
2026-01-27T15:01:19.597733,43.2,28,778
2026-01-27T15:01:20.900517,43.2,28,778
2026-01-27T15:01:22.165000,43.2,28,778
2026-01-27T15:01:23.422333,43.2,28,778
2026-01-27T15:01:24.697512,43.2,28,778
2026-01-27T15:01:25.963516,43.2,28,778
2026-01-27T15:01:27.267905,43.2,28,778
2026-01-27T15:01:28.533154,43.2,28,778
2026-01-27T15:01:29.830267,43.2,28,778
2026-01-27T15:01:31.097506,43.2,28,778
2026-01-27T15:01:32.425096,43.2,28,778
2026-01-27T15:01:33.690360,43.2,28,778
2026-01-27T15:01:34.978519,43.2,28,778
2026-01-27T15:01:36.268879,43.2,28,778
2026-01-27T15:01:37.562660,43.2,28,778
2026-01-27T15:01:38.835239,43.2,28,778
2026-01-27T15:01:40.106821,43.2,28,778
2026-01-27T15:01:41.380069,43.2,28,778
2026-01-27T15:01:42.645785,43.2,28,778
2026-01-27T15:01:43.967335,43.2,28,778
2026-01-27T15:01:45.217855,43.2,28,778
2026-01-27T15:01:46.519471,43.2,28,778
2026-01-27T15:01:47.851079,43.2,28,778
2026-01-27T15:01:49.090128,43.2,28,778
2026-01-27T15:01:50.355814,43.2,28,778
2026-01-27T15:01:51.673498,43.2,28,778
2026-01-27T15:01:52.940878,43.2,28,778
2026-01-27T15:01:54.217759,43.2,28,778
2026-01-27T15:01:55.511176,43.2,28,778
2026-01-27T15:01:56.795130,43.2,28,778
2026-01-27T15:01:58.049100,43.2,28,778
2026-01-27T15:01:59.285864,43.2,28,778
2026-01-27T15:02:00.619237,43.2,28,778
2026-01-27T15:02:01.887457,43.2,28,778
2026-01-27T15:02:03.175912,43.2,28,778
2026-01-27T15:02:04.448755,43.2,28,778
2026-01-27T15:02:05.688449,43.2,28,778
2026-01-27T15:02:06.952085,43.2,28,778
2026-01-27T15:02:08.222435,43.2,28,778
2026-01-27T15:02:09.534726,43.2,28,778
2026-01-27T15:02:10.805135,43.2,28,778
2026-01-27T15:02:12.064420,43.2,28,778
2026-01-27T15:02:13.350845,43.2,28,778
2026-01-27T15:02:14.598314,43.2,28,778
2026-01-27T15:02:15.892492,43.2,28,778
2026-01-27T15:02:17.164047,43.2,28,778
2026-01-27T15:02:18.458592,43.2,28,778
2026-01-27T15:02:19.711305,43.2,28,778
2026-01-27T15:02:20.954646,43.2,28,778
2026-01-27T15:02:22.265394,43.2,28,778
2026-01-27T15:02:23.549941,43.2,28,778
2026-01-27T15:02:24.853396,43.2,28,778
2026-01-27T15:02:26.109702,43.2,28,778
2026-01-27T15:02:27.376743,43.2,28,778
2026-01-27T15:02:28.637432,43.2,28,778
2026-01-27T15:02:29.965847,43.2,28,778
2026-01-27T15:02:31.199511,43.2,28,778
2026-01-27T15:02:32.502888,43.2,28,778
2026-01-27T15:02:33.765014,43.2,28,778
2026-01-27T15:02:35.027446,43.2,28,778
2026-01-27T15:02:36.283438,43.2,28,778
2026-01-27T15:02:37.557898,43.2,28,778
2026-01-27T15:02:38.841094,43.2,28,778
2026-01-27T15:02:40.128001,43.2,28,778
2026-01-27T15:02:41.385249,43.2,28,778
2026-01-27T15:02:42.641570,43.2,28,778
2026-01-27T15:02:43.957231,43.2,28,778
2026-01-27T15:02:45.185710,43.2,28,778
2026-01-27T15:02:46.439892,43.2,28,778
2026-01-27T15:02:47.696766,43.2,28,778
2026-01-27T15:02:49.009843,43.2,28,778
2026-01-27T15:02:50.323240,43.2,28,778
2026-01-27T15:02:51.547695,43.2,28,778
2026-01-27T15:02:52.793431,43.2,28,778
2026-01-27T15:02:54.039766,43.2,28,778
2026-01-27T15:02:55.292572,43.2,28,778
2026-01-27T15:02:56.638542,43.2,28,778
2026-01-27T15:02:57.899436,43.2,28,778
2026-01-27T15:02:59.176868,43.2,28,778
2026-01-27T15:03:00.431381,43.2,28,778
2026-01-27T15:03:01.698815,43.2,28,778
2026-01-27T15:03:02.969663,43.2,28,778
2026-01-27T15:03:04.228350,43.2,28,778
2026-01-27T15:03:05.489381,43.2,28,778
2026-01-27T15:03:06.748367,43.2,28,778
2026-01-27T15:03:08.031373,43.2,28,778
2026-01-27T15:03:09.347314,43.2,28,778
2026-01-27T15:03:10.588110,43.2,28,778
2026-01-27T15:03:11.887319,43.2,28,778
2026-01-27T15:03:13.135419,43.2,28,778
2026-01-27T15:03:14.396477,43.2,28,778
2026-01-27T15:03:15.682385,43.2,28,778
2026-01-27T15:03:16.934821,43.2,28,778
2026-01-27T15:03:18.216592,43.2,28,778
2026-01-27T15:03:19.479639,43.2,28,778
2026-01-27T15:03:20.728078,43.2,28,778
2026-01-27T15:03:21.997446,43.2,28,778
2026-01-27T15:03:23.274173,43.2,28,778
2026-01-27T15:03:24.542601,43.2,28,778
2026-01-27T15:03:25.838534,43.2,28,778
2026-01-27T15:03:27.085593,43.2,28,778
2026-01-27T15:03:28.331928,43.2,28,778
2026-01-27T15:03:29.618322,43.2,28,778
2026-01-27T15:03:30.886322,43.2,28,778
2026-01-27T15:03:32.168123,43.2,28,778
2026-01-27T15:03:33.421989,43.2,28,778
2026-01-27T15:03:34.709997,43.2,28,778
2026-01-27T15:03:35.974665,43.2,28,778
2026-01-27T15:03:37.241637,43.2,28,778
2026-01-27T15:03:38.580730,43.2,28,778
2026-01-27T15:03:39.846580,43.2,28,778
2026-01-27T15:03:41.143415,43.2,28,778
2026-01-27T15:03:42.403728,43.2,28,778
2026-01-27T15:03:43.660168,43.2,28,778
2026-01-27T15:03:44.939088,43.2,28,778
